Latitude,Longitude,altitude,Distance,Pitch angle,Velocity,Time(secs),Acceleration
19.013919,-120.516871,2633.5,1872.78,75,899,1760,510.7954545
39.22117726,127.8490784,1256,1366,-651.4285714,6.334156233,1541.5,4.109086106
37.2854555,125.689497,156,1258,-536.4642857,6.886681613,1319.5,5.219159995
39.23412346,125.6564978,1048,906,-115.9642857,8.9076303,507.5,17.55198089
34.630694,-118.113999,842.99,1.089181,26,920,4,230000
24.575601,-120.517005,6281.64,1257.486,43,895,1222,732.405892
32.969848,-118.952404,8931.1,263.4432,68,895,284,3151.408451
24.114443,-120.516862,7618.09,1308.612,66,884,1268,697.1608833
53.54780524,-113.7058123,740.11,294,268.9,75.54,2817,26.81576145
442760087,-940902737,5,122,-230,104,3650,28.49315068
53.39469989,-113.4351824,734.35,229,2.4,72.39,2046,35.38123167
28.310863,-120.516817,10417.67,843.9224,61,884,772,1145.07772
17.979979,-120.516704,1173.54,1987.204,-81,906,1908,474.8427673
53.54559633,-113.6816228,732.55,350,0.5,73.39,879,83.49260523
38.49781997,126.3108859,151,1044,-738.4285714,5.916028919,1709.5,3.460677929
442760086,-940902738,2,159,-231,159,1755,90.5982906
53.41922767,-113.6537908,659.95,392,152.5,85.34,2424,35.20627063
20.85599,-120.516814,10389.77,1669.28,-8,911,1568,580.994898
442760087,-940902738,1,162,-231,184,1840,100
22.110357,-120.516917,10392.85,1530.461,-54,889,1454,611.4167813
21.165463,-120.516836,10391.27,1635.049,-87,915,1540,594.1558442
39.63278302,126.5204723,978,1107,-390.4285714,7.588538177,1037.5,7.314253665
37.61901229,125.0807512,242,989,-506.4285714,7.031035091,1261.5,5.5735514
53.49585342,-113.7712412,742.59,271,139.7,73.18,966,75.75569358
53.69939091,-113.4703971,719.04,290,89.8,83.8,930,90.10752688
25.22752,-120.516916,3673.5,1185.164,76,910,1150,791.3043478
28.332475,-120.516804,10416.37,841.5306,-66,906,770,1176.623377
442760086,-940902734,5,126,-234,149,4985,29.88966901
442760087,-940902737,3,133,-234,119,3345,35.5754858
53.36670876,-113.5651207,756.52,261,283.3,73.67,2916,25.26406036
37.11294707,125.1057647,662,280,32.14285714,9.619442275,221.5,43.4286333
37.31022134,126.5898117,163,1031,-148.0714286,8.75332141,569.5,15.37018685
28.960249,-120.517224,10415.94,772.011,-3,888,712,1247.191011
38.05220712,125.8977298,372,738,-618.2857143,6.493442829,1477.5,4.394885163
39.54294417,128.0543831,1081,1239,-223.6785714,8.389948863,715.5,11.72599422
53.44575242,-113.7264621,728.99,337,94.1,82.69,870,95.04597701
53.69660592,-113.5328613,684.62,323,124.1,66.52,1992,33.3935743
442760085,-940902735,3,191,-232,108,4790,22.54697286
37.22513096,128.586505,990,,-11.35714286,9.410378618,305.5,30.80320333
442760087,-940902737,5,103,-230,188,2085,90.16786571
40.0368,128.1839,10,586,34,5,171.5,29.15451895
442760086,-940902740,4,107,-233,135,1400,96.42857143
39.23189982,124.0544603,817,881,-467.0714286,7.220187924,1185.5,6.090415794
33.394067,-118.419217,7400.55,194.5589,-1,915,224,4084.821429
442760087,-940902737,2,154,-231,160,2405,66.52806653
442760086,-940902735,2,182,-234,137,4565,30.0109529
442760087,-940902736,4,106,-235,135,2520,53.57142857
442760087,-940902737,4,115,-232,150,4380,34.24657534
39.7338111,126.6875121,660,689,-265.1071429,8.190840618,795.5,10.29646841
20.458265,-120.517037,10202.86,1713.288,-70,888,1604,553.6159601
34.690291,-118.162238,1406.41,12.9735,51,920,26,35384.61538
39.40167,127.5369,195,586,39,12,121.5,98.7654321
26.654692,-120.516839,3156.29,1027.059,17,884,942,938.4288747
38.14696127,127.0212772,895,986,29.03571429,9.604509157,227.5,42.21762267
442760087,-940902737,5,182,-234,189,2700,70
442760088,-940902736,3,158,-234,154,2565,60.03898635
39.412594,125.89031,150,650,44,11,91.5,120.2185792
442760087,-940902738,2,148,-228,112,1945,57.58354756
442760087,-940902736,4,145,-233,142,2585,54.93230174
442760087,-940902744,2,108,-232,175,450,388.8888889
38.35961568,124.6964463,232,739,-253.7142857,8.245595385,773.5,10.66011039
53.66577886,-113.5227736,717.38,393,267.9,69.77,1428,48.85854342
39.35324753,126.4106983,457,1227,-389.3928571,7.593515883,1035.5,7.333187719
442760087,-940902737,3,110,-231,124,4350,28.50574713
442760086,-940902736,1,128,-235,144,3755,38.34886818
22.77693,-120.517213,10151.24,1456.73,60,894,1394,641.3199426
53.62479748,-113.2720819,645.12,296,181.2,84.51,1224,69.04411765
53.64653882,-113.5580147,733.39,375,80.1,80.04,2658,30.11286682
37.01190823,126.4561947,453,492,-51.75,9.216248079,383.5,24.03193762
442760087,-940902743,1,142,-235,180,705,255.3191489
25.716119,-120.517105,894.5,1130.871,32,888,1080,822.2222222
53.37421042,-113.358604,774.97,365,355.4,60.38,2985,20.2278057
53.58242185,-113.6853762,717.45,308,40.1,75.39,861,87.56097561
27.4601,-120.517292,7681.64,938.0155,-24,908,854,1063.23185
442760086,-940902741,5,199,-231,129,995,129.6482412
39.1677,127.4817,150,586,4,6,99.5,60.30150754
53.63100216,-113.29111,656.68,310,110.3,101.27,1440,70.32638889
442760087,-940902737,2,109,-234,128,2685,47.67225326
53.58995739,-113.7028385,687.45,387,190.2,69.65,2334,29.84147386
442760087,-940902737,1,189,-231,123,2310,53.24675325
53.40317684,-113.371516,761.7,348,3.3,71.71,2487,28.83393647
24.318932,-120.516757,7036.45,1285.956,59,890,1248,713.1410256
38.3589592,124.2471323,1033,844,-682.5,6.18482505,1601.5,3.86189513
28.440556,-120.51713,10416.74,829.56,25,918,760,1207.894737
53.47757654,-113.7741297,737.3,397,185.4,74.18,1746,42.48568156
442760086,-940902742,6,158,-235,102,855,119.2982456
53.49299279,-113.749723,749.66,211,23.9,79.05,582,135.8247423
39.12441338,125.8321949,703,840,-653.5,6.324200821,1545.5,4.09200959
442760085,-940902734,5,186,-231,188,4850,38.7628866
38.6096209,124.9380846,1261,1369,-252.6785714,8.250573091,771.5,10.69419714
53.37005638,-113.4410074,772.26,268,41.1,63.85,1086,58.79373849
442760087,-940902737,4,165,-234,137,2485,55.13078471
53.42813783,-113.3066314,760.37,261,344.8,71.58,2337,30.62901155
28.895033,-120.517058,10418.79,779.2282,-71,906,718,1261.83844
37.98572671,125.0048359,1231,1114,-345.8928571,7.80257954,951.5,8.200293789
442760087,-940902738,1,116,-228,162,1935,83.72093023
17.367243,-120.517224,4467.51,2055.134,81,913,1984,460.1814516
38.61533737,125.5187857,53,1312,-339.6785714,7.832445777,939.5,8.336823605
23.277231,-120.517144,9535.17,1401.296,-23,908,1348,673.5905045
442760086,-940902743,2,110,-236,118,810,145.6790123
442760086,-940902742,6,147,-228,157,1085,144.7004608
38.37652581,126.9616579,627,708,-375.9285714,7.658226062,1009.5,7.586157565
442760089,-940902746,4,193,-227,147,50,2940
442760087,-940902736,2,143,-231,183,2150,85.11627907
24.537074,-120.51704,6407.81,1261.765,62,886,1226,722.675367
38.62140468,128.3940791,833,730,-559.25,6.777172078,1363.5,4.970423233
53.43166869,-113.5170149,726.45,347,161.7,71.02,1266,56.09794629
37.83443145,128.1183324,875,964,-207.1071429,8.469592161,683.5,12.3915028
53.40550639,-113.499555,721.73,206,25.7,91.55,84,1089.880952
53.65413544,-113.3869424,699.02,292,132.4,92.33,1065,86.69483568
442760087,-940902737,4,137,-231,140,1925,72.72727273
442760086,-940902742,3,165,-229,130,1045,124.4019139
53.39020778,-113.3335133,756.13,226,89.8,67.6,903,74.86157254
53.61500094,-113.2603351,683.25,244,196.9,98.25,105,935.7142857
53.38462801,-113.369419,743.47,207,174.3,61.91,1425,43.44561404
53.39858348,-113.3517894,766.33,224,233.8,63.33,2283,27.73981603
39.90338122,126.59073,1279,570,-677.3214286,6.20971358,1591.5,3.901799296
24.498147,-120.516835,6518.75,1266.081,-69,901,1230,732.5203252
21.716016,-120.517037,10391.33,1574.11,72,914,1490,613.4228188
23.192364,-120.516787,9655.06,1410.696,33,891,1356,657.079646
442760087,-940902737,5,112,-234,172,3330,51.65165165
442760087,-940902737,4,159,-231,165,2060,80.09708738
442760086,-940902741,5,108,-232,160,1190,134.4537815
28.938491,-120.517177,10415.98,774.4186,59,880,714,1232.492997
53.70338724,-113.447773,709.32,254,113.5,72.63,2295,31.64705882
39.46876106,125.4269533,286,586,-55.89285714,9.196337255,391.5,23.49000576
34.323662,-118.158748,4739.19,84.22084,-11,893,114,7833.333333
38.21391926,126.8624335,450,558,-558.2142857,6.782149785,1361.5,4.981380672
53.53893208,-113.3845562,687.78,228,89.5,80.73,1080,74.75
53.66546143,-113.3997104,697.97,325,290.5,61.56,1317,46.74259681
442760087,-940902743,6,121,-235,113,720,156.9444444
442760087,-940902743,5,198,-234,177,670,264.1791045
53.44692266,-113.6041162,714.33,371,307.8,44.21,555,79.65765766
442760086,-940902736,6,136,-233,164,3920,41.83673469
34.252157,-118.258747,5354.94,96.40195,-90,915,128,7148.4375
53.39244037,-113.3004206,762.44,202,115.5,62.68,2679,23.39678985
53.38441365,-113.4408261,732.84,399,1.6,75.26,2931,25.67724326
40.0368,128.1839,195,30,-39,11,159.5,68.96551724
53.39854863,-113.462733,737.16,371,179.3,73.08,1029,71.02040816
25.37669,-120.516965,3024.86,1168.537,13,911,1130,806.1946903
29.375769,-120.517015,10421.99,726.0108,-6,882,674,1308.605341
34.642828,-118.171967,1208.79,7.014313,-27,910,16,56875
38.24874466,126.895665,398,586,-36.21428571,9.290913671,353.5,26.28264122
37.9382,126.5878,120,500,89,13,107.5,120.9302326
53.50791183,-113.7320219,740.79,220,235.8,69,597,115.5778894
53.57297449,-113.2657313,715.65,338,231.1,84.44,2541,33.23101141
39.40167,127.5369,195,586,-73,6,95.5,62.82722513
38.59084156,125.8661091,769,1059,-739.4642857,5.911051213,1711.5,3.453725512
37.00352684,126.3455382,296,792,-177.0714286,8.613945638,625.5,13.77129598
442760086,-940902742,6,134,-229,140,1055,132.7014218
442760088,-940902737,2,136,-232,158,3005,52.57903494
39.54998625,128.6665801,772,1079,-474.3214286,7.185343981,1199.5,5.990282602
29.397778,-120.517155,10420.81,723.5754,78,885,672,1316.964286
33.039442,-118.861668,8724.06,251.9453,-63,902,274,3291.970803
34.651591,-118.176988,1244.24,8.110662,-12,880,18,48888.88889
442760087,-940902737,3,157,-230,180,1975,91.13924051
29.047374,-120.516911,10417.36,762.3605,89,910,704,1292.613636
33.744829,-118.37491,6636.87,155.3648,-80,891,188,4739.361702
37.5123602,125.8201902,200,587,-627.6071429,6.448643474,1495.5,4.312031745
53.50952301,-113.6557384,723.06,244,210.7,62.94,645,97.58139535
53.50033672,-113.7116709,743.41,230,256.7,73.51,1191,61.72124265
20.745595,-120.516984,10386.89,1681.502,-47,916,1578,580.4816223
53.38678364,-113.4382769,724.91,338,181.9,68.32,2379,28.71794872
37.29961334,126.207538,95,654,-503.3214286,7.045968209,1255.5,5.612081409
38.20637881,127.010974,203,1187,-601.7142857,6.573086127,1445.5,4.547275079
442760086,-940902741,4,100,-231,101,1270,79.52755906
53.61361406,-113.2621807,666.11,353,62,81.8,759,107.773386
39.30308146,125.6088524,1190,509,-365.5714286,7.708003124,989.5,7.789795982
53.54467671,-113.7572215,730.07,311,87.4,57.92,615,94.17886179
53.59127298,-113.7144371,686.32,276,267.8,66.26,2982,22.21998659
442760087,-940902738,1,145,-231,144,1805,79.77839335
19.683104,-120.516853,6336.9,1798.839,-64,916,1680,545.2380952
37.59972179,127.514673,1221,500,10.39285714,9.514910447,263.5,36.10971707
22.821424,-120.516769,10095.58,1451.798,83,894,1390,643.1654676
53.46247684,-113.7804837,753.15,293,91.8,92.97,2454,37.88508557
38.20464409,124.2767309,1271,815,-284.7857143,8.096264201,833.5,9.713574326
442760088,-940902737,6,172,-233,158,2640,59.84848485
37.09839532,124.4042573,207,1183,-487.7857143,7.120633801,1225.5,5.810390698
30.753514,-120.516707,10418.51,573.353,90,905,548,1651.459854
53.43595746,-113.4543812,736.26,225,101.6,73.45,1176,62.45748299
38.33120898,126.2120969,307,500,-31.03571429,9.315802202,343.5,27.12023931
442760086,-940902738,2,184,-231,161,1700,94.70588235
442760088,-940902746,2,194,-228,185,230,804.3478261
53.52672231,-113.7992123,753.92,225,309.2,80.73,684,118.0263158
442760087,-940902737,5,143,-230,163,2300,70.86956522
53.42162254,-113.7048599,726.85,377,118.7,85.92,2004,42.8742515
442760087,-940902737,2,200,-231,146,2315,63.06695464
23.234869,-120.516824,9607.78,1405.991,-52,882,1352,652.3668639
442760087,-940902737,4,154,-233,107,3155,33.91442155
53.65048748,-113.4714531,704.79,336,89.8,80.14,1452,55.19283747
442760085,-940902734,1,145,-234,147,4770,30.81761006
32.07476,-120.101605,10413.36,410.3047,19,887,410,2163.414634
442760087,-940902737,5,154,-233,132,3170,41.64037855
22.687527,-120.516864,10249.78,1466.631,8,905,1402,645.5064194
442760087,-940902736,6,147,-232,114,3460,32.94797688
53.46146513,-113.7824251,764.01,202,90,83.69,2292,36.51396161
53.38342853,-113.4401082,734.35,343,181.1,67.43,72,936.5277778
34.709477,-118.028847,2047.01,25.62572,-68,916,44,20818.18182
53.44373552,-113.3674566,763.26,372,311.3,59.68,423,141.0874704
53.45891226,-113.7637986,728.86,219,356.7,67.43,666,101.2462462
38.686834,125.702005,195,1000,-60,7,189.5,36.93931398
18.131161,-120.516961,184.09,1970.358,-8,881,1886,467.126193
53.39223722,-113.2973092,764.46,338,182.9,54.96,1713,32.08406305
442760087,-940902737,3,190,-230,159,2290,69.43231441
17.403757,-120.517012,4303.25,2051.095,33,885,1980,446.969697
23.085025,-120.517242,9776.05,1422.594,59,891,1366,652.2693997
442760086,-940902734,2,161,-235,170,4740,35.8649789
442760087,-940902736,5,178,-232,119,3880,30.67010309
53.41043606,-113.4226293,760.48,371,271,63.23,768,82.33072917
442760087,-940902743,5,176,-235,168,780,215.3846154
53.70796293,-113.5400997,698.19,317,342.7,41.13,624,65.91346154
38.20761826,124.0446889,1086,1224,-139.7857143,8.793143059,553.5,15.88643732
442760087,-940902737,6,167,-233,158,3175,49.76377953
53.48812996,-113.7780662,767.88,342,103.5,74.35,750,99.13333333
442760087,-940902736,5,107,-237,179,2870,62.36933798
53.71466777,-113.5053186,727.81,352,48.7,72.74,420,173.1904762
53.39148152,-113.3185702,760.14,309,72.5,64.91,2520,25.75793651
442760086,-940902736,4,171,-233,173,4505,38.4017758
53.70314868,-113.3671046,727.24,280,71.2,124.52,513,242.7290448
32.747318,-119.241314,9589.39,300.0944,28,909,316,2876.582278
17.330723,-120.51671,4668.79,2059.177,90,915,1988,460.2615694
442760087,-940902737,6,161,-232,126,2395,52.60960334
53.64278436,-113.5600774,723.16,338,178.4,62.64,1596,39.2481203
20.723495,-120.516757,10387.56,1683.945,1,908,1580,574.6835443
442760088,-940902746,6,149,-228,160,220,727.2727273
442760087,-940902737,2,194,-234,137,2645,51.79584121
53.7049468,-113.3112208,678.77,334,173.1,66.78,1989,33.57466063
39.15544278,128.0863841,169,1236,-697,6.115137164,1629.5,3.752769048
53.44651244,-113.6818995,729.11,273,272.1,83.71,1053,79.49667616
23.699462,-120.517208,8708.3,1354.551,-13,901,1308,688.8379205
53.39008984,-113.3354922,742.46,247,68.9,76.5,1968,38.87195122
442760086,-940902740,1,102,-233,157,1300,120.7692308
33.454373,-118.409986,7270.18,187.7942,-63,910,218,4174.311927
53.40375519,-113.4166979,756.01,265,5.8,48.61,51,953.1372549
25.752815,-120.516981,902.75,1126.779,-80,896,1074,834.264432
32.98382,-118.934304,8888.55,261.1423,43,918,282,3255.319149
19.436872,-120.516846,4918.41,1826.067,-87,896,1708,524.5901639
38.58055594,128.1297389,44,1215,-156.3571429,8.713499761,585.5,14.8821516
53.38084826,-113.480317,727.42,336,176.3,52.79,2730,19.33699634
38.63295842,128.7021375,767,578,-108.7142857,8.942474242,493.5,18.12051518
40.8499966,129.666664,200,586,86,11,11.5,956.5217391
442760086,-940902742,4,110,-235,159,835,190.4191617
37.44553712,128.1595029,935,1162,-637.9642857,6.398866413,1515.5,4.222280708
37.29650908,126.5891161,415,1281,-336.5714286,7.847378895,933.5,8.406404815
53.68677223,-113.3604901,715.03,256,271.6,102.19,27,3784.814815
39.91882328,125.1278738,336,1203,-713.5714286,6.035493866,1661.5,3.632557247
38.02182622,128.6723696,1070,1021,-398.7142857,7.548716528,1053.5,7.165369272
442760087,-940902737,6,100,-232,165,3690,44.71544715
53.45710188,-113.7649823,726.16,210,273.8,62.29,2412,25.82504146
442760086,-940902736,1,145,-235,121,4475,27.03910615
26.072808,-120.517089,838.75,1091.358,44,896,1024,875
38.27779969,128.7451443,344,679,-184.3214286,8.579101695,639.5,13.41532712
442760087,-940902742,5,142,-231,102,930,109.6774194
442760088,-940902745,6,136,-232,143,300,476.6666667
40.8499966,129.666664,195,1380,19,5,31.5,158.7301587
442760087,-940902738,1,199,-231,102,1800,56.66666667
20.811832,-120.517196,10389.22,1674.169,-20,915,1572,582.0610687
22.066589,-120.51729,10393.79,1535.309,-48,909,1458,623.4567901
39.6596,124.7057,502,586,61,6,147.5,40.6779661
21.452208,-120.516855,10389.36,1603.307,12,895,1514,591.1492734
39.95712747,125.1952334,555,693,-200.8928571,8.499458397,671.5,12.65742129
53.5174431,-113.7698978,766.82,265,290.5,79.29,2826,28.05732484
442760087,-940902743,2,151,-234,177,645,274.4186047
39.88127075,128.2607605,590,704,-109.75,8.937496536,495.5,18.03732903
53.64466021,-113.2637094,628.91,398,19.9,88.52,996,88.87550201
53.37314915,-113.3618889,775.19,343,203.4,77.36,1767,43.78041879
53.6376249,-113.2511966,637.2,265,12.8,82.06,954,86.01677149
53.38921987,-113.4451594,725.54,261,357.8,76.59,2499,30.6482593
442760087,-940902737,1,182,-234,136,3295,41.27465857
442760087,-940902738,5,182,-230,141,1775,79.43661972
442760087,-940902738,6,162,-231,187,1880,99.46808511
37.22412091,128.3175534,290,889,-212.2857143,8.44470363,693.5,12.17693386
21.56227,-120.516758,10392.47,1591.138,-37,882,1504,586.4361702
53.66093463,-113.5521592,721.75,342,90.8,75.75,1005,75.37313433
53.70437369,-113.3345779,680.03,262,125,58.57,345,169.7681159
53.62283903,-113.3791097,688.48,259,43.4,96.37,246,391.7479675
53.39412652,-113.3023737,768.39,205,161.8,68.34,1866,36.62379421
442760086,-940902736,1,173,-233,141,4595,30.68552775
18.510551,-120.516957,169.53,1928.425,15,909,1828,497.2647702
19.10796,-120.516926,3154.26,1862.403,-73,900,1748,514.8741419
38.99083,127.6236,150,586,59,13,41.5,313.253012
442760086,-940902740,6,171,-232,130,1445,89.96539792
53.69693709,-113.3634135,685.19,256,256.7,70.29,2085,33.71223022
442760089,-940902746,1,167,-227,137,120,1141.666667
17.769628,-120.517028,2623.03,2010.465,-88,901,1936,465.392562
26.541339,-120.516905,2581.4,1039.569,56,913,956,955.0209205
37.33767606,126.2235802,314,1146,-793.3214286,5.652210494,1815.5,3.113307901
26.278857,-120.5168,1525.41,1068.562,6,908,992,915.3225806
53.38119078,-113.478463,733.47,281,279,70.41,2829,24.88865323
442760087,-940902737,1,185,-230,160,2080,76.92307692
442760086,-940902736,2,142,-234,128,4425,28.92655367
53.59162839,-113.2920861,699,353,217.4,91.49,159,575.408805
33.34232,-118.457558,7535.76,201.4406,74,883,230,3839.130435
442760087,-940902737,3,104,-233,125,3035,41.18616145
29.112827,-120.516925,10416.75,755.1177,-74,913,698,1308.022923
38.84186483,126.1371983,426,807,-664.8928571,6.269446054,1567.5,3.999646605
39.44334692,125.5876527,753,983,-146,8.763276822,565.5,15.49651074
442760087,-940902737,6,154,-235,190,3730,50.9383378
442760088,-940902736,1,156,-234,185,2915,63.46483705
25.969375,-120.516944,845.89,1102.859,-71,898,1040,863.4615385
442760087,-940902737,4,120,-232,154,4395,35.03981797
442760087,-940902737,3,131,-234,164,2845,57.64499121
39.46310701,126.9512661,595,951,-436,7.369519107,1125.5,6.547773529
442760087,-940902737,6,120,-230,107,4335,24.6828143
30.66719,-120.517262,10420.99,582.9209,-28,883,556,1588.129496
442760086,-940902736,5,192,-235,122,4465,27.32362822
53.45663561,-113.6606341,730.78,274,49.2,85.38,1647,51.83970856
25.543021,-120.517143,1804.97,1150.111,33,899,1106,812.8390597
39.35720031,128.1878249,294,931,-246.4642857,8.280439328,759.5,10.90248759
53.38171582,-113.4415449,749.18,218,1.6,68.89,2274,30.294635
30.882645,-120.516966,10417.42,559.0512,-37,916,536,1708.955224
53.54743325,-113.6960648,738.91,205,245,80.54,1101,73.15168029
442760086,-940902739,1,160,-233,176,1520,115.7894737
19.092136,-120.516912,3067.23,1864.15,-49,901,1750,514.8571429
442760087,-940902737,2,169,-234,105,3250,32.30769231
442760087,-940902736,2,121,-233,154,3790,40.63324538
53.64806893,-113.4742267,695.15,280,92.2,66.91,309,216.5372168
38.9790011,125.5984712,359,1227,-701.1428571,6.09522634,1637.5,3.722275627
33.911539,-118.354503,6136.11,136.7754,-41,884,170,5200
442760087,-940902737,4,136,-232,110,3685,29.85074627
53.65201941,-113.2807482,621.42,375,175.4,72.17,1608,44.8818408
24.858248,-120.51695,5122.03,1226.153,73,905,1192,759.2281879
442760087,-940902743,2,192,-235,176,710,247.8873239
53.37298427,-113.3473041,765.36,352,38.1,65.66,576,113.9930556
53.56786254,-113.665532,733.39,215,264.5,60.89,2811,21.66133049
27.614876,-120.51706,8531.56,920.9031,-87,919,838,1096.658711
23.361965,-120.517248,9370.62,1391.925,-37,912,1340,680.5970149
32.565493,-119.476159,9848.58,329.9861,11,895,342,2616.959064
53.674005,-113.4445368,711.76,204,272.5,58.01,2691,21.55704199
18.621269,-120.516943,425.18,1916.222,-61,901,1812,497.2406181
33.948189,-118.350346,6044.25,132.6857,8,883,166,5319.277108
442760086,-940902739,2,114,-232,137,1605,85.35825545
24.708671,-120.517151,5752.3,1242.732,-47,902,1208,746.6887417
38.52437145,125.3244539,253,586,-15.5,9.390467794,313.5,29.95364528
53.37941408,-113.3032216,766.8,348,121.9,66.39,2724,24.3722467
442760087,-940902736,6,170,-235,111,2540,43.7007874
38.97657173,128.4893088,386,660,-243.3571429,8.295372446,753.5,11.0091207
442760086,-940902739,2,172,-234,113,1555,72.66881029
442760087,-940902744,6,198,-232,178,410,434.1463415
442760087,-940902737,2,159,-235,157,2665,58.91181989
25.305378,-120.517025,3415.91,1176.484,-72,909,1140,797.3684211
53.41911422,-113.6660538,652.95,292,177.2,68.86,792,86.94444444
38.80132426,126.9471058,378,849,-529.2142857,6.921525556,1305.5,5.301819652
53.51651404,-113.7677983,755.9,347,174.4,62.37,306,203.8235294
442760087,-940902736,5,150,-231,136,2135,63.70023419
442760087,-940902737,5,129,-234,118,3150,37.46031746
38.67398519,127.1988381,263,943,-588.25,6.637796307,1419.5,4.676150974
27.556241,-120.517206,8211.22,927.3861,5,881,844,1043.838863
53.66661491,-113.3811722,669.14,227,179.6,79.74,2238,35.63002681
26.146617,-120.516806,930.01,1083.202,-42,912,1012,901.1857708
53.41149032,-113.6143672,715.17,382,179.7,75.33,2838,26.54334038
38.99157302,128.2126715,377,1150,-665.9285714,6.264468348,1569.5,3.991378368
39.93857299,127.3349281,897,557,-550.9642857,6.816993727,1347.5,5.058993489
53.49490216,-113.7469801,736.92,212,203.9,70.99,2952,24.04810298
442760086,-940902736,4,130,-234,158,4435,35.62570462
26.419143,-120.517225,2074.26,1053.067,25,890,972,915.6378601
442760086,-940902738,5,111,-232,190,1615,117.6470588
20.025768,-120.516813,8058.56,1761.046,31,920,1644,559.6107056
21.364077,-120.517074,10393.61,1613.061,-7,892,1522,586.0709593
53.41214829,-113.3205029,777.09,318,178.2,43.79,2727,16.05793913
38.76239157,128.9875451,862,510,-429.7857143,7.399385344,1113.5,6.645159716
31.161033,-120.517048,10415.1,528.2007,-12,920,510,1803.921569
39.78517502,125.9812107,353,1137,-251.6428571,8.255550797,769.5,10.72846107
39.38968227,126.6554713,103,586,-66.25,9.146560193,411.5,22.22736377
442760088,-940902737,5,163,-232,148,2955,50.08460237
39.64729535,125.112032,176,586,-67.28571429,9.141582487,413.5,22.10781738
53.38965871,-113.3405453,755.48,361,269.9,66.15,2997,22.07207207
26.047852,-120.51735,839.34,1094.14,-55,887,1028,862.8404669
21.209644,-120.517051,10390,1630.164,59,899,1536,585.2864583
442760089,-940902746,4,143,-227,101,90,1122.222222
442760087,-940902742,4,168,-228,175,1130,154.8672566
442760087,-940902736,6,137,-230,160,2235,71.58836689
442760086,-940902743,3,196,-236,176,815,215.9509202
53.65008572,-113.2563488,650.71,218,329.9,83.24,2088,39.86590038
442760087,-940902742,3,105,-231,138,925,149.1891892
39.58717723,128.3881236,403,30,-60.03571429,9.17642643,399.5,22.9697783
37.37928923,128.7917511,669,774,-724.9642857,5.980739099,1683.5,3.552562577
442760087,-940902737,2,161,-232,158,3100,50.96774194
38.19952251,126.0835276,1197,825,-431.8571429,7.389429932,1117.5,6.612465264
442760088,-940902737,1,174,-233,110,2610,42.14559387
53.55818712,-113.3728878,695.39,264,88.7,83.76,672,124.6428571
39.65646686,127.1995623,1341,589,-599.6428571,6.58304154,1441.5,4.566799542
53.64052148,-113.2500157,642.45,368,178.1,83.67,90,929.6666667
39.54668203,126.3325871,533,1149,-221.6071429,8.399904275,711.5,11.80590903
53.6821979,-113.3594258,701.87,287,295.3,82.81,1614,51.30731103
442760087,-940902744,6,147,-233,175,530,330.1886792
53.50028912,-113.6970022,757.68,319,11.7,93.46,525,178.0190476
38.19654109,127.6905023,1382,586,14.53571429,9.534821271,255.5,37.31828286
20.480286,-120.516737,10299.46,1710.846,83,900,1602,561.7977528
53.39697586,-113.3078844,765.26,305,1.4,72.46,18,4025.555556
53.55134049,-113.7202889,759.98,217,29.5,66.56,546,121.9047619
24.967163,-120.516734,4684.75,1214.082,28,880,1180,745.7627119
38.21717085,126.7398008,679,1140,-135.6428571,8.813053883,545.5,16.15591913
39.94304699,128.1053905,216,723,-393.5357143,7.573605058,1043.5,7.257886975
38.89246126,127.1170106,689,1214,-335.5357143,7.852356601,931.5,8.429797747
17.844601,-120.517172,2112.16,2002.183,36,883,1926,458.463136
442760086,-940902736,4,190,-234,109,4510,24.16851441
53.58869609,-113.7030048,680.27,206,189.9,69.75,1548,45.05813953
37.65216406,124.9011272,164,500,-33.10714286,9.305846789,347.5,26.77941522
38.88805866,127.8835252,439,1049,-358.3214286,7.742847067,975.5,7.937311191
442760089,-940902746,4,191,-227,163,55,2963.636364
53.69089745,-113.332123,683.07,266,270,71.9,2850,25.22807018
442760087,-940902736,5,178,-233,186,3810,48.81889764
31.288784,-120.516898,10413.5,514.0344,-45,896,498,1799.196787
24.556383,-120.517091,6350.88,1259.616,-37,916,1224,748.3660131
28.851625,-120.517116,10418.96,784.0322,-18,906,722,1254.847645
25.460215,-120.517114,2405.32,1159.278,17,891,1118,796.9588551
25.334495,-120.516962,3315.45,1173.233,-24,914,1136,804.5774648
53.383222,-113.380083,734.24,391,99.9,70.33,822,85.55961071
26.008967,-120.517037,841.99,1098.466,38,892,1034,862.6692456
53.60085422,-113.3610998,660.47,378,97.2,108.8,2226,48.87690925
37.37348987,128.2180634,12,1331,-209.1785714,8.459636748,687.5,12.30492618
53.64848146,-113.4823411,716.16,276,94.1,80.07,1815,44.11570248
442760087,-940902737,2,120,-231,111,3535,31.40028289
29.244045,-120.516872,10419.39,740.5954,45,892,686,1300.291545
442760087,-940902736,4,138,-233,139,2595,53.56454721
29.948305,-120.517141,10420.74,662.5787,76,900,622,1446.945338
39.38094567,126.2302669,827,970,-402.8571429,7.528805703,1061.5,7.092610177
53.66633882,-113.5206957,713.61,350,93.2,72.69,972,74.78395062
442760089,-940902746,4,113,-228,156,20,7800
